# OpenSignals Text File Format. Version 1
# {"98:D3:C1:FD:2F:E5": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:C1:FD:2F:E5", "device connection": "/dev/tty.BITalino-2F-E5-DevB", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "firmware version": 1281, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2020-9-15", "time": "11:24:25.521", "channels": [1, 2, 3, 4, 5, 6], "sensor": ["RAW", "RAW", "RAW", "RAW", "RAW", "RAW"], "label": ["A1", "A2", "A3", "A4", "A5", "A6"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2", "A3", "A4", "A5", "A6"], "special": [{}, {}, {}, {}, {}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	509	500	0	499	37	50	
1	0	0	0	0	504	499	0	501	37	50	
2	0	0	0	0	508	499	0	501	37	50	
3	0	0	0	0	508	499	0	501	37	50	
4	0	0	0	0	501	500	0	500	37	50	
5	0	0	0	0	504	501	0	499	37	50	
6	0	0	0	0	508	500	0	499	37	50	
7	0	0	0	0	508	500	0	500	37	50	
8	0	0	0	0	514	501	0	499	37	50	
9	0	0	0	0	506	502	0	498	37	50	
10	0	0	0	0	506	502	0	497	37	50	
11	0	0	0	0	505	502	0	497	37	50	
12	0	0	0	0	504	499	0	496	37	50	
13	0	0	0	0	505	499	0	495	37	50	
14	0	0	0	0	503	499	0	495	37	50	
15	0	0	0	0	508	499	0	496	37	50	
0	0	0	0	0	505	500	0	495	37	50	
1	0	0	0	0	505	500	0	496	37	50	
2	0	0	0	0	507	501	0	514	37	50	
3	0	0	0	0	504	502	0	529	37	50	
4	0	0	0	0	505	503	0	537	37	50	
5	0	0	0	0	504	504	0	540	37	50	
6	0	0	0	0	506	505	1	543	37	50	
7	0	0	0	0	506	506	0	545	37	50	
8	0	0	0	0	503	506	0	547	37	50	
9	0	0	0	0	507	507	0	542	37	50	
10	0	0	0	0	503	507	0	533	37	50	
11	0	0	0	0	507	508	0	524	37	50	
12	0	0	0	0	504	508	0	515	37	50	
13	0	0	0	0	509	506	0	507	37	50	
14	0	0	0	0	505	506	0	500	37	50	
15	0	0	0	0	511	505	0	497	37	50	
0	0	0	0	0	506	506	0	495	37	50	
1	0	0	0	0	508	505	0	492	37	50	
2	0	0	0	0	502	508	0	490	37	50	
3	0	0	0	0	504	508	0	490	37	50	
4	0	0	0	0	504	507	0	490	37	50	
5	0	0	0	0	504	507	0	493	37	50	
6	0	0	0	0	503	504	0	511	37	50	
7	0	0	0	0	504	504	0	534	37	50	
8	0	0	0	0	505	503	0	554	37	50	
9	0	0	0	0	508	503	0	570	37	50	
10	0	0	0	0	507	504	0	582	37	50	
11	0	0	0	0	513	504	0	587	37	50	
12	0	0	0	0	504	504	0	591	37	50	
13	0	0	0	0	502	502	0	592	37	50	
14	0	0	0	0	506	501	0	592	37	50	
15	0	0	0	0	508	499	0	592	37	50	
0	0	0	0	0	506	500	0	590	37	50	
1	0	0	0	0	504	500	0	590	37	50	
2	0	0	0	0	504	501	0	590	37	50	
3	0	0	0	0	504	499	0	589	37	50	
4	0	0	0	0	507	499	0	589	37	50	
5	0	0	0	0	504	497	0	589	37	50	
6	0	0	0	0	511	498	0	588	37	50	
7	0	0	0	0	503	499	0	575	37	50	
8	0	0	0	0	503	499	0	556	37	50	
9	0	0	0	0	499	499	1	536	37	50	
10	0	0	0	0	508	499	0	520	37	50	
11	0	0	0	0	507	499	0	508	37	50	
12	0	0	0	0	500	498	0	500	37	50	
13	0	0	0	0	501	498	0	496	37	50	
14	0	0	0	0	508	499	0	493	37	50	
15	0	0	0	0	508	500	0	491	37	50	
0	0	0	0	0	505	501	0	490	37	50	
1	0	0	0	0	499	499	0	490	37	50	
2	0	0	0	0	504	497	0	491	37	50	
3	0	0	0	0	505	496	0	492	37	50	
4	0	0	0	0	508	495	0	493	37	50	
5	0	0	0	0	506	495	0	494	37	50	
6	0	0	0	0	506	493	0	495	37	50	
7	0	0	0	0	503	492	0	496	37	50	
8	0	0	0	0	507	494	0	496	37	50	
9	0	0	0	0	510	494	0	496	37	50	
10	0	0	0	0	504	495	0	495	37	50	
11	0	0	0	0	502	496	0	496	37	50	
12	0	0	0	0	501	498	0	492	37	50	
13	0	0	0	0	512	499	0	488	37	50	
14	0	0	0	0	504	501	0	501	37	50	
15	0	0	0	0	503	503	0	515	37	50	
0	0	0	0	0	506	504	0	525	37	50	
1	0	0	0	0	503	504	0	544	37	50	
2	0	0	0	0	507	504	0	550	37	50	
3	0	0	0	0	502	503	0	557	37	49	
4	0	0	0	0	505	502	0	560	37	49	
5	0	0	0	0	511	500	0	556	37	49	
6	0	0	0	0	503	497	0	563	37	49	
7	0	0	0	0	507	494	0	556	37	49	
8	0	0	0	0	510	490	0	556	37	49	
9	0	0	0	0	509	485	0	560	37	49	
10	0	0	0	0	507	476	0	558	37	49	
11	0	0	0	0	505	467	0	573	37	49	
12	0	0	0	0	507	456	1	560	37	49	
13	0	0	0	0	504	446	0	559	37	49	
14	0	0	0	0	512	437	0	560	37	49	
15	0	0	0	0	509	431	1	556	37	49	
0	0	0	0	0	507	427	1	549	37	49	
1	0	0	0	0	504	422	0	545	37	49	
2	0	0	0	0	505	419	0	543	37	49	
3	0	0	0	0	509	416	0	540	37	49	
4	0	0	0	0	505	414	0	534	37	49	
5	0	0	0	0	497	411	0	524	37	49	
6	0	0	0	0	504	408	0	513	37	49	
7	0	0	0	0	514	408	1	502	37	49	
